03/06/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/07/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/08/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/09/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/12/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/13/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/14/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/15/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/16/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/19/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/20/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/21/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/22/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/23/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/26/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/27/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/28/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/29/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
03/30/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/02/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/03/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/04/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/05/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/09/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/10/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/11/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/12/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/13/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/16/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/17/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/18/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/19/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/20/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/23/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/24/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/25/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/26/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/27/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
04/30/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/01/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/02/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/03/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/04/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/07/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/08/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/09/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/10/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/11/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/14/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/15/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/16/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/17/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/18/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/21/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/22/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/23/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/24/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/25/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/29/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/30/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
05/31/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/01/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/04/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/05/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/06/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/07/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/08/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/11/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/12/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/13/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/14/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/15/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/18/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/19/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/20/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/21/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/22/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/25/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/26/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/27/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/28/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
06/29/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/02/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/03/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/05/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/06/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/09/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/10/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/11/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/12/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/13/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/16/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/17/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/18/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/19/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/20/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/23/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/24/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/25/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/26/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/27/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/30/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
07/31/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/01/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/02/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/03/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/06/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/07/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/08/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
08/09/2007,MMM,AXP,T,BA,CAT,HON,C,KO,DIS,DD,XOM,GE,AA,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,HPQ,PFE,PG,GM,UTX,AIG,VZ,MO,WMT
